sample ID (based on genealogy)	profile	platform	PlatformCombo	Sanger ID		IRCC_full	Sample_PD_ID
CRC0332LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25861a			
CRC0333LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25860a			
CRC0333LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25860a			
CRC0333LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25860a			
CRC0333PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25860c			
CRC0333PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25860c			
CRC0333PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25860c			
CRC0334LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26038a			
CRC0334LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26038a			
CRC0334LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26038a			
CRC0334LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26038a			
CRC0334LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26038a			
CRC0336PRX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25859a			
CRC0336PRX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25859a			
CRC0337PRX0B01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25839a2			
CRC0337PRX0B01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25839a2			
CRC0339LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0339LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26037a			
CRC0339LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26037a			
CRC0339LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26037a			
CRC0340PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25862a			
CRC0340PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25862a			
CRC0340PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25862a			
CRC0343LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25863a			
CRC0343LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25863a			
CRC0343LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25863a			
CRC0343LMX0B01201TUMD06000	MUT	WES	WES_MUT	PD25863a			
CRC0344LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26036a			
CRC0344LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26036a			
CRC0344LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD26036a			
CRC0344LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD26036a			
CRC0344LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26036a			
CRC0344LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26036a			
CRC0345LMX0A02201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25968a			
CRC0345LMX0A02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25968a			
CRC0345LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25968a			
CRC0348LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26155a			
CRC0348LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26155a			
CRC0348LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26155a			
CRC0349LMX0A02201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26157a			
CRC0349LMX0A02201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26157a			
CRC0349LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26157a			
CRC0354LMX0A02002TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26167a			
CRC0354LMX0A02002TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26167a			
CRC0354LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26167a			
CRC0355LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26166a			
CRC0355LMX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26166a			
CRC0356LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25840a			
CRC0356LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD25840a			
CRC0356LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD25840a			
CRC0356LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25840a			
CRC0356LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25840a			
CRC0357LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0357LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25841a			
CRC0357LMX0B02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25841a			
CRC0357LMX0B02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25841a			
CRC0358LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26035a			
CRC0358LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26035a			
CRC0358LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26035a			
CRC0358LMX0B02201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26035a			
CRC0358LMX0B02201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26035a			
CRC0358LMX0B02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26035a			
CRC0360PRX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25842a			
CRC0360PRX0B01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25842a			
CRC0360PRX0B01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25842a			
CRC0362LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0362LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25891a			
CRC0362LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25891a			
CRC0362LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25891a			
CRC0362LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25891a			
CRC0362LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25891a			
CRC0362LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25891a			
CRC0367PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25843a			
CRC0367PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25843a			
CRC0368PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25831a			
CRC0368PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25831a			
CRC0370LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26074a			
CRC0370LMX0B02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26074a			
CRC0371LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25832a			
CRC0371LMX0B02002TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25832a			
CRC0371LMX0B02002TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25832a			
CRC0371LMX0B02002TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25832a			
CRC0373PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25845a			
CRC0373PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25845a			
CRC0373PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25845a			
CRC0374PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25844a			
CRC0374PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25844a			
CRC0374PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25844a			
CRC0377LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0377LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26073a			
CRC0377LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26073a			
CRC0378LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26044a			
CRC0378LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26044a			
CRC0378LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26044a			
CRC0378LMX0A01201TUMD03000	GCN	WES	WES_GCN	PD26044a			
CRC0378LMX0A01201TUMD03000	MUT	WES	WES_MUT	PD26044a			
CRC0378LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD26044a			
CRC0378LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD26044a			
CRC0378LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26044a			
CRC0378LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26044a			
CRC0379LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0379LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26072a2			
CRC0379LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD26072a2			
CRC0379LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD26072a2			
CRC0379LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26072a2			
CRC0381PRX0B01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25931a			
CRC0381PRX0B01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25931a			
CRC0382LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26075a			
CRC0382LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26075a			
CRC0382LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26075a			
CRC0382LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26075a			
CRC0384PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25865a			
CRC0384PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25865a			
CRC0391LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0391LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26076a			
CRC0391LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26076a			
CRC0393PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25927a			
CRC0393PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25927a			
CRC0394LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26078a			
CRC0394LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26078a			
CRC0394LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26078a			
CRC0394LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26078a			
CRC0395PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25864a			
CRC0395PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25864a			
CRC0396LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26077a			
CRC0396LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26077a			
CRC0396LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26077a			
CRC0396LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26077a			
CRC0399LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26082a			
CRC0399LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26082c			
CRC0399LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26082c			
CRC0399LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26082c			
CRC0400LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25835a			
CRC0400LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25835a			
CRC0400LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25835a			
CRC0400LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD25835a			
CRC0400LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD25835a			
CRC0401PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25928a			
CRC0401PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25928a			
CRC0401PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25928c			
CRC0401PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25928c			
CRC0403LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26161a			
CRC0403LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26161a			
CRC0403LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26161a			
CRC0403LMX0A01201TUMD02000	GCN	WES	WES_GCN	PD26161a			
CRC0403LMX0A01201TUMD02000	MUT	WES	WES_MUT	PD26161a			
CRC0403LMX0A01201TUMD03000	GCN	WES	WES_GCN	PD26161a			
CRC0403LMX0A01201TUMD03000	MUT	WES	WES_MUT	PD26161a			
CRC0403LMX0A01201TUMD05000	GCN	WES	WES_GCN	PD26161a			
CRC0403LMX0A01201TUMD05000	MUT	WES	WES_MUT	PD26161a			
CRC0403LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26161a			
CRC0404LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26162a			
CRC0404LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26162a			
CRC0404LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26162a			
CRC0404LMX0B01201TUMD02000	GCN	WES	WES_GCN	PD26162a			
CRC0404LMX0B01201TUMD02000	MUT	WES	WES_MUT	PD26162a			
CRC0404LMX0B01201TUMD03000	GCN	WES	WES_GCN	PD26162a			
CRC0404LMX0B01201TUMD03000	MUT	WES	WES_MUT	PD26162a			
CRC0404LMX0B02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26162a			
CRC0406LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0406LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26163a			
CRC0406LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26163a			
CRC0409PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25926a			
CRC0409PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25926a			
CRC0413LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0415LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0415LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26159a			
CRC0415LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26159a			
CRC0416LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0418LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0418LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26081a			
CRC0418LMX0A02005TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26081a			
CRC0419LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25836a			
CRC0419LMX0A01001TUMD08000	GCN	WES	WES_GCN	PD25836a			
CRC0419LMX0A01001TUMD08000	MUT	WES	WES_MUT	PD25836a			
CRC0419LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25836a			
CRC0419LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25836a			
CRC0420LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26144a2			
CRC0420LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26144a2			
CRC0420LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26144a2			
CRC0420LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26144a2			
CRC0422LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26080a2			
CRC0422LMX0B01001TUMD01000	GCN	WES	WES_GCN	PD26080a2			
CRC0422LMX0B01001TUMD01000	MUT	WES	WES_MUT	PD26080a2			
CRC0422LMX0B01001TUMD03000	GCN	WES	WES_GCN	PD26080a2			
CRC0422LMX0B01001TUMD03000	MUT	WES	WES_MUT	PD26080a2			
CRC0422LMX0B01001TUMD04000	GCN	WES	WES_GCN	PD26080a2			
CRC0422LMX0B01001TUMD04000	MUT	WES	WES_MUT	PD26080a2			
CRC0422LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD26080a2			
CRC0422LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD26080a2			
CRC0422LMX0B02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26080a2			
CRC0423PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25696a			
CRC0423PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25696a			
CRC0426LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0426LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26164a			
CRC0426LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26164a			
CRC0427LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25903a2			
CRC0427LMX0A01001TUMD01000	GCN	WES	WES_GCN	PD25903a2			
CRC0427LMX0A01001TUMD01000	MUT	WES	WES_MUT	PD25903a2			
CRC0427LMX0A01001TUMD02000	GCN	WES	WES_GCN	PD25903a2			
CRC0427LMX0A01001TUMD02000	MUT	WES	WES_MUT	PD25903a2			
CRC0427LMX0A01001TUMD03000	GCN	WES	WES_GCN	PD25903a2			
CRC0427LMX0A01001TUMD03000	MUT	WES	WES_MUT	PD25903a2			
CRC0427LMX0A01001TUMD04000	GCN	WES	WES_GCN	PD25903a2			
CRC0427LMX0A01001TUMD04000	MUT	WES	WES_MUT	PD25903a2			
CRC0427LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD25903a2			
CRC0427LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD25903a2			
CRC0427LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25903a2			
CRC0427LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25903a2			
CRC0428PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25932a2			
CRC0428PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25932a2			
CRC0429LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0429LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26094a			
CRC0429LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26094a			
CRC0431LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26160a			
CRC0431LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26160c			
CRC0431LMX0A01001TUMD09000	GCN	WES	WES_GCN	PD26160c			
CRC0431LMX0A01001TUMD09000	MUT	WES	WES_MUT	PD26160c			
CRC0431LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26160c			
CRC0435LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25963a			
CRC0435LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25963a			
CRC0435LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25963a			
CRC0438LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0438LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25930a			
CRC0438LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25930a			
CRC0438LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25930a			
CRC0439PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25929a			
CRC0439PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25929a			
CRC0440LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26152a			
CRC0440LMX0A01001TUMD02000	GCN	WES	WES_GCN	PD26152a			
CRC0440LMX0A01001TUMD02000	MUT	WES	WES_MUT	PD26152a			
CRC0440LMX0A01001TUMD03000	GCN	WES	WES_GCN	PD26152a			
CRC0440LMX0A01001TUMD03000	MUT	WES	WES_MUT	PD26152a			
CRC0440LMX0A01001TUMD04000	GCN	WES	WES_GCN	PD26152a			
CRC0440LMX0A01001TUMD04000	MUT	WES	WES_MUT	PD26152a			
CRC0440LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26152a			
CRC0440PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26152c			
CRC0441LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26153a			
CRC0441LMX0A01001TUMD02000	GCN	WES	WES_GCN	PD26153a			
CRC0441LMX0A01001TUMD02000	MUT	WES	WES_MUT	PD26153a			
CRC0441LMX0A01001TUMD03000	GCN	WES	WES_GCN	PD26153a			
CRC0441LMX0A01001TUMD03000	MUT	WES	WES_MUT	PD26153a			
CRC0441LMX0A01001TUMD04000	GCN	WES	WES_GCN	PD26153a			
CRC0441LMX0A01001TUMD04000	MUT	WES	WES_MUT	PD26153a			
CRC0441LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26153a			
CRC0441LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26153a			
CRC0441LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26153a			
CRC0442LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25698a2			
CRC0442LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25698a2			
CRC0442LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25698a2			
CRC0445PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25911a			
CRC0445PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25911a			
CRC0446PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25910c			
CRC0446PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25910c			
CRC0448PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25697a			
CRC0448PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25697a			
CRC0448PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25697c2			
CRC0448PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25697c2			
CRC0449LMX0A02003TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25912a			
CRC0449LMX0A02003TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25912a			
CRC0449LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25912a			
CRC0449LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25912a			
CRC0449PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25912c			
CRC0449PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25912c			
CRC0450LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0451LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26103a2			
CRC0451LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26103a2			
CRC0451LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26103a2			
CRC0452LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0452LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26090a2			
CRC0452LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26090a2			
CRC0454LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26123a			
CRC0454LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26123a			
CRC0454LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26123c2			
CRC0454LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26123c2			
CRC0456LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25921a2			
CRC0456LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25921a2			
CRC0456LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25921a2			
CRC0456LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD25921a2			
CRC0456LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD25921a2			
CRC0457LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0458LMX0B01001TUMD02000	GCN	WES	WES_GCN	PD26125c2			
CRC0458LMX0B01001TUMD02000	MUT	WES	WES_MUT	PD26125c2			
CRC0458LMX0B02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26125c2			
CRC0460PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25913a			
CRC0460PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25913a			
CRC0460PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25913c2			
CRC0460PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25913c2			
CRC0461LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0461LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26093a2			
CRC0463PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25914a2			
CRC0463PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25914a2			
CRC0464LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0464LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26095a			
CRC0465LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25916a2			
CRC0465LMX0A01001TUMD04000	GCN	WES	WES_GCN	PD25916a2			
