sample ID (based on genealogy)	profile	platform		Sanger ID		IRCC_full	Sample_PD_ID
CRC0468LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0468LMX0A02001TUMD05000	GCN	TargetedNGS		PD25917a2			
CRC0468LMX0A02001TUMD05000	MUT	TargetedNGS		PD25917a2			
CRC0468PRX0B01001TUMD05000	GCN	TargetedNGS		PD25917c2			
CRC0468PRX0B01001TUMD05000	MUT	TargetedNGS		PD25917c2			
CRC0470PRX0B01001TUMD05000	GCN	TargetedNGS		PD25915a2			
CRC0470PRX0B01001TUMD05000	MUT	TargetedNGS		PD25915a2			
CRC0471LMX0A02001TUMD05000	MUT	TargetedNGS		PD26100a2			
CRC0471LMX0B01001TUMD01000	GCN	RealTimePCR		PD26100a2			
CRC0471LMX0B01001TUMD01000	MUT	SangerSequencing		PD26100a2			
CRC0472PRX0B01001TUMD05000	GCN	TargetedNGS		PD25919a2			
CRC0472PRX0B01001TUMD05000	MUT	TargetedNGS		PD25919a2			
CRC0473PRH0000000000D02000	GCN	TargetedNGS		PD25918a			
CRC0473PRH0000000000D02000	MUT	TargetedNGS		PD25918a			
CRC0473PRX0B01001TUMD05000	GCN	TargetedNGS		PD25918c2			
CRC0473PRX0B01001TUMD05000	MUT	TargetedNGS		PD25918c2			
CRC0474PRH0000000000D02000	GCN	TargetedNGS		PD25700a			
CRC0474PRH0000000000D02000	MUT	TargetedNGS		PD25700a			
CRC0474PRX0B01001TUMD05000	GCN	TargetedNGS		PD25700c2			
CRC0474PRX0B01001TUMD05000	MUT	TargetedNGS		PD25700c2			
CRC0475LMX0B01001TUMD01000	GCN	RealTimePCR		PD26083a2			
CRC0475LMX0B01001TUMD05000	GCN	WES		PD26083a2			
CRC0475LMX0B01001TUMD05000	MUT	WES		PD26083a2			
CRC0475LMX0B02002TUMD05000	MUT	TargetedNGS		PD26083a2			
CRC0477LMX0A01001TUMD01000	GCN	RealTimePCR		PD26056d2			
CRC0477LMX0A01001TUMD05000	GCN	WES		PD26056d2			
CRC0477LMX0A01001TUMD05000	MUT	WES		PD26056d2			
CRC0477LMX0A02001TUMD01000	GCN	RealTimePCR		PD26056d2			
CRC0477LMX0A02001TUMD05000	MUT	TargetedNGS		PD26056d2			
CRC0478LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0479LMX0A01001TUMD01000	GCN	RealTimePCR		PD26101a2			
CRC0479LMX0A01001TUMD01000	MUT	SangerSequencing		PD26101a2			
CRC0479LMX0A02004TUMD05000	MUT	TargetedNGS		PD26101a2			
CRC0480LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0480LMX0A01001TUMD01000	GCN	RealTimePCR		PD26116a2			
CRC0480LMX0A01001TUMD01000	MUT	SangerSequencing		PD26116a2			
CRC0480LMX0A01001TUMD05000	GCN	WES		PD26116a2			
CRC0480LMX0A01001TUMD05000	MUT	WES		PD26116a2			
CRC0480LMX0A02004TUMD01000	GCN	RealTimePCR		PD26116a2			
CRC0480LMX0A02004TUMD05000	MUT	TargetedNGS		PD26116a2			
CRC0481LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0481LMX0A01001TUMD01000	GCN	RealTimePCR		PD25920a2			
CRC0481LMX0A02001TUMD05000	GCN	TargetedNGS		PD25920a2			
CRC0481LMX0A02001TUMD05000	MUT	TargetedNGS		PD25920a2			
CRC0481PRX0A01001TUMD05000	GCN	TargetedNGS		PD25920c2			
CRC0481PRX0A01001TUMD05000	MUT	TargetedNGS		PD25920c2			
CRC0482LMH0000000000D02000	GCN	TargetedNGS		PD25831c			
CRC0482LMH0000000000D02000	MUT	TargetedNGS		PD25831c			
CRC0482LMX0B01001TUMD01000	GCN	RealTimePCR		PD25831d2			
CRC0482LMX0B01001TUMD02000	GCN	WES		PD25831d2			
CRC0482LMX0B01001TUMD02000	MUT	WES		PD25831d2			
CRC0482LMX0B01001TUMD03000	GCN	WES		PD25831d2			
CRC0482LMX0B01001TUMD03000	MUT	WES		PD25831d2			
CRC0482LMX0B01001TUMD04000	GCN	TargetedNGS		PD25831d2			
CRC0482LMX0B01001TUMD04000	GCN	WES		PD25831d2			
CRC0482LMX0B01001TUMD04000	MUT	TargetedNGS		PD25831d2			
CRC0482LMX0B01001TUMD04000	MUT	WES		PD25831d2			
CRC0482LMX0B01001TUMD05000	GCN	WES		PD25831d2			
CRC0482LMX0B01001TUMD05000	MUT	WES		PD25831d2			
CRC0484LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0484LMX0A01001TUMD01000	GCN	RealTimePCR		PD26097a2			
CRC0484LMX0A02002TUMD05000	MUT	TargetedNGS		PD26097a2			
CRC0486LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0486LMX0A01001TUMD01000	GCN	RealTimePCR		PD25922a2			
CRC0486LMX0A02002TUMD05000	GCN	TargetedNGS		PD25922a2			
CRC0486LMX0A02002TUMD05000	MUT	TargetedNGS		PD25922a2			
CRC0488LMX0A01001TUMD01000	GCN	RealTimePCR		PD26110a2			
CRC0488LMX0A01001TUMD02000	GCN	WES		PD26110a2			
CRC0488LMX0A01001TUMD02000	MUT	WES		PD26110a2			
CRC0488LMX0A01001TUMD03000	GCN	WES		PD26110a2			
CRC0488LMX0A01001TUMD03000	MUT	WES		PD26110a2			
CRC0488LMX0A01001TUMD04000	GCN	WES		PD26110a2			
CRC0488LMX0A01001TUMD04000	MUT	WES		PD26110a2			
CRC0488LMX0A01001TUMD05000	GCN	WES		PD26110a2			
CRC0488LMX0A01001TUMD05000	MUT	WES		PD26110a2			
CRC0488LMX0A02004TUMD05000	MUT	TargetedNGS		PD26110a2			
CRC0490LMH0000000000D02000	GCN	TargetedNGS		PD25923a			
CRC0490LMH0000000000D02000	MUT	TargetedNGS		PD25923a			
CRC0490LMX0A01001TUMD01000	GCN	RealTimePCR		PD25923c2			
CRC0490LMX0A02004TUMD05000	GCN	TargetedNGS		PD25923c2			
CRC0490LMX0A02004TUMD05000	MUT	TargetedNGS		PD25923c2			
CRC0491PRH0000000000D02000	GCN	TargetedNGS		PD25924a			
CRC0491PRH0000000000D02000	MUT	TargetedNGS		PD25924a			
CRC0491PRX0A01001TUMD05000	GCN	TargetedNGS		PD25924c2			
CRC0491PRX0A01001TUMD05000	MUT	TargetedNGS		PD25924c2			
CRC0492LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0492LMX0B01001TUMD01000	GCN	RealTimePCR		PD26096a2			
CRC0492LMX0B02002TUMD05000	MUT	TargetedNGS		PD26096a2			
CRC0493LMH0000000000D02000	MUT	TargetedNGS		PD26121a			
CRC0493LMX0A01001TUMD01000	GCN	RealTimePCR		PD26121c2			
CRC0493LMX0A01001TUMD05000	GCN	WES		PD26121c2			
CRC0493LMX0A01001TUMD05000	MUT	WES		PD26121c2			
CRC0493LMX0A02002TUMD05000	MUT	TargetedNGS		PD26121c2			
CRC0494LMX0A01001TUMD01000	GCN	RealTimePCR		PD26091a2			
CRC0494LMX0A01001TUMD05000	GCN	WES		PD26091a2			
CRC0494LMX0A01001TUMD05000	MUT	WES		PD26091a2			
CRC0494LMX0A02002TUMD05000	MUT	TargetedNGS		PD26091a2			
CRC0495LMX0B01001TUMD01000	GCN	RealTimePCR		PD25925a2			
CRC0495LMX0B01001TUMD05000	GCN	WES		PD25925a2			
CRC0495LMX0B01001TUMD05000	MUT	WES		PD25925a2			
CRC0495LMX0B02003TUMD05000	GCN	TargetedNGS		PD25925a2			
CRC0495LMX0B02003TUMD05000	MUT	TargetedNGS		PD25925a2			
CRC0496LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0498LMH0000000000D01000	MUT	SangerSequencing		PD25701a			
CRC0498LMH0000000000D02000	GCN	TargetedNGS		PD25701a			
CRC0498LMH0000000000D02000	MUT	TargetedNGS		PD25701a			
CRC0498LMX0A01001TUMD01000	GCN	RealTimePCR		PD25701c2			
CRC0498LMX0A02001TUMD05000	GCN	TargetedNGS		PD25701c2			
CRC0498LMX0A02001TUMD05000	MUT	TargetedNGS		PD25701c2			
CRC0498PRX0A01001TUMD05000	GCN	TargetedNGS		PD25701d2			
CRC0498PRX0A01001TUMD05000	MUT	TargetedNGS		PD25701d2			
CRC0499LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0499LMX0B01001TUMD01000	GCN	RealTimePCR		PD25964a2			
CRC0499LMX0B02003TUMD05000	GCN	TargetedNGS		PD25964a2			
CRC0499LMX0B02003TUMD05000	MUT	TargetedNGS		PD25964a2			
CRC0500PRX0A01001TUMD05000	GCN	TargetedNGS		PD25935a2			
CRC0500PRX0A01001TUMD05000	MUT	TargetedNGS		PD25935a2			
CRC0501PRX0B01001TUMD05000	GCN	TargetedNGS		PD25936a2			
CRC0501PRX0B01001TUMD05000	MUT	TargetedNGS		PD25936a2			
CRC0502LMX0A01001TUMD01000	GCN	RealTimePCR		PD26104a2			
CRC0502LMX0A01001TUMD01000	MUT	SangerSequencing		PD26104a2			
CRC0502LMX0A02004TUMD05000	MUT	TargetedNGS		PD26104a2			
CRC0503LMX0A01001TUMD01000	GCN	RealTimePCR		PD26086a2			
CRC0503LMX0A01001TUMD01000	MUT	SangerSequencing		PD26086a2			
CRC0503LMX0A02004TUMD05000	MUT	TargetedNGS		PD26086a2			
CRC0504LMH0000000000D02000	GCN	TargetedNGS		PD25822a			
CRC0504LMH0000000000D02000	MUT	TargetedNGS		PD25822a			
CRC0504LMX0A01001TUMD01000	GCN	RealTimePCR		PD25822c2			
CRC0504LMX0A01001TUMD01000	MUT	SangerSequencing		PD25822c2			
CRC0504LMX0A02001TUMD05000	GCN	TargetedNGS		PD25822c2			
CRC0504LMX0A02001TUMD05000	MUT	TargetedNGS		PD25822c2			
CRC0505LMX0A01001TUMD01000	GCN	RealTimePCR		PD26035c2			
CRC0505LMX0A01001TUMD05000	GCN	WES		PD26035c2			
CRC0505LMX0A01001TUMD05000	MUT	WES		PD26035c2			
CRC0505LMX0A02002TUMD05000	GCN	TargetedNGS		PD26035c2			
CRC0505LMX0A02002TUMD05000	MUT	TargetedNGS		PD26035c2			
CRC0506PRX0A01001TUMD05000	GCN	TargetedNGS		PD25937a2			
CRC0506PRX0A01001TUMD05000	MUT	TargetedNGS		PD25937a2			
CRC0507LMX0A01001TUMD01000	GCN	RealTimePCR		PD25965a2			
CRC0507LMX0A01001TUMD01000	MUT	SangerSequencing		PD25965a2			
CRC0507LMX0A02001TUMD05000	GCN	TargetedNGS		PD25965a2			
CRC0507LMX0A02001TUMD05000	MUT	TargetedNGS		PD25965a2			
CRC0508LMH0000000000D02000	MUT	TargetedNGS		PD26089a			
CRC0508LMX0A01001TUMD05000	GCN	WES		PD26089c2			
CRC0508LMX0A01001TUMD05000	MUT	WES		PD26089c2			
CRC0508LMX0A02002TUMD02000	GCN	RealTimePCR		PD26089c2			
CRC0508LMX0A02002TUMD05000	MUT	TargetedNGS		PD26089c2			
CRC0512LMX0B01001TUMD01000	GCN	RealTimePCR		PD26088a2			
CRC0512LMX0B01001TUMD05000	GCN	WES		PD26088a2			
CRC0512LMX0B01001TUMD05000	MUT	WES		PD26088a2			
CRC0512LMX0B02001TUMD05000	MUT	TargetedNGS		PD26088a2			
CRC0513LMX0A01001TUMD01000	GCN	RealTimePCR		PD26065a2			
CRC0513LMX0A01001TUMD01000	MUT	SangerSequencing		PD26065a2			
CRC0513LMX0A02001TUMD05000	MUT	TargetedNGS		PD26065a2			
CRC0514PRH0000000000D02000	GCN	TargetedNGS		PD25938a			
CRC0514PRH0000000000D02000	MUT	TargetedNGS		PD25938a			
CRC0514PRX0A01001TUMD05000	GCN	TargetedNGS		PD25938c2			
CRC0514PRX0A01001TUMD05000	MUT	TargetedNGS		PD25938c2			
CRC0515LMX0A01001TUMD01000	GCN	RealTimePCR		PD26079a2			
CRC0515LMX0A01001TUMD05000	GCN	WES		PD26079a2			
CRC0515LMX0A01001TUMD05000	MUT	WES		PD26079a2			
CRC0515LMX0A02003TUMD05000	MUT	TargetedNGS		PD26079a2			
CRC0516LMX0B01001TUMD01000	GCN	RealTimePCR		PD25768a2			
CRC0516LMX0B01001TUMD05000	GCN	WES		PD25768a2			
CRC0516LMX0B01001TUMD05000	MUT	WES		PD25768a2			
CRC0516LMX0B02003TUMD05000	GCN	TargetedNGS		PD25768a2			
CRC0516LMX0B02003TUMD05000	MUT	TargetedNGS		PD25768a2			
CRC0517LMX0A01001TUMD01000	GCN	RealTimePCR		PD25966a2			
CRC0517LMX0A01001TUMD01000	MUT	SangerSequencing		PD25966a2			
CRC0517LMX0A02003TUMD05000	GCN	TargetedNGS		PD25966a2			
CRC0517LMX0A02003TUMD05000	MUT	TargetedNGS		PD25966a2			
CRC0518LMX0A01001TUMD01000	GCN	RealTimePCR		PD26085a2			
CRC0518LMX0A01001TUMD01000	MUT	SangerSequencing		PD26085a2			
CRC0518LMX0A02001TUMD05000	MUT	TargetedNGS		PD26085a2			
CRC0520LMX0A02004TUMD05000	GCN	TargetedNGS		PD25769a2			
CRC0520LMX0A02004TUMD05000	MUT	TargetedNGS		PD25769a2			
CRC0520LMX0B01001TUMD01000	GCN	RealTimePCR		PD25769a2			
CRC0520LMX0B01001TUMD01000	MUT	SangerSequencing		PD25769a2			
CRC0521LMX0A01001TUMD01000	GCN	RealTimePCR		PD25770a2			
CRC0521LMX0A02004TUMD05000	GCN	TargetedNGS		PD25770a2			
CRC0521LMX0A02004TUMD05000	MUT	TargetedNGS		PD25770a2			
CRC0525LMX0A01001TUMD01000	GCN	RealTimePCR		PD26092a2			
CRC0525LMX0A01001TUMD05000	GCN	WES		PD26092a2			
CRC0525LMX0A01001TUMD05000	MUT	WES		PD26092a2			
CRC0525LMX0A02002TUMD05000	MUT	TargetedNGS		PD26092a2			
CRC0526LMX0A01001TUMD01000	GCN	RealTimePCR		PD26120a2			
CRC0526LMX0A01001TUMD01000	MUT	SangerSequencing		PD26120a2			
CRC0526LMX0A02001TUMD05000	MUT	TargetedNGS		PD26120a2			
CRC0527LMX0A01001TUMD01000	GCN	RealTimePCR		PD25771a2			
CRC0527LMX0A01001TUMD05000	GCN	WES		PD25771a2			
CRC0527LMX0A01001TUMD05000	MUT	WES		PD25771a2			
CRC0527LMX0A02002TUMD05000	GCN	TargetedNGS		PD25771a2			
CRC0527LMX0A02002TUMD05000	MUT	TargetedNGS		PD25771a2			
CRC0528LMX0B01001TUMD01000	GCN	RealTimePCR		PD25967a2			
CRC0528LMX0B01001TUMD01000	MUT	SangerSequencing		PD25967a2			
CRC0528LMX0B02001TUMD05000	GCN	TargetedNGS		PD25967a2			
CRC0528LMX0B02001TUMD05000	MUT	TargetedNGS		PD25967a2			
CRC0529LMH0000000000D02000	MUT	TargetedNGS		PD26109a			
CRC0529LMX0A01001TUMD01000	GCN	RealTimePCR		PD26109c2			
CRC0529LMX0A02003TUMD05000	MUT	TargetedNGS		PD26109c2			
CRC0529LMX0B01001TUMD05000	GCN	WES		PD26109c2			
CRC0529LMX0B01001TUMD05000	MUT	WES		PD26109c2			
CRC0530LMX0A01001TUMD01000	GCN	RealTimePCR		PD26087a2			
CRC0530LMX0A01001TUMD01000	MUT	SangerSequencing		PD26087a2			
CRC0530LMX0A02002TUMD05000	MUT	TargetedNGS		PD26087a2			
CRC0534LMH0000000000D02000	GCN	RealTimePCR		#N/A			
CRC0534LMX0A01001TUMD02000	GCN	RealTimePCR		PD26084a2			
CRC0534LMX0A02004TUMD03000	GCN	RealTimePCR		PD26084a2			
CRC0534LMX0A02004TUMD05000	MUT	TargetedNGS		PD26084a2			
CRC0534LMX0A03002TUMD02000	GCN	RealTimePCR		PD26084a2			
CRC0534LMX0A04007TUMD02000	GCN	RealTimePCR		PD26084a2			
CRC0535LMX0A01001TUMD05000	GCN	WES		PD25944a2			
CRC0535LMX0A01001TUMD05000	MUT	WES		PD25944a2			
CRC0535LMX0A02002TUMD05000	GCN	TargetedNGS		PD25944a2			
CRC0535LMX0A02002TUMD05000	MUT	TargetedNGS		PD25944a2			
CRC0535LMX0B01001TUMD01000	GCN	RealTimePCR		PD25944a2			
CRC0536LMX0A01001TUMD05000	MUT	WES		PD26099a2			
CRC0536LMX0A02001TUMD05000	MUT	TargetedNGS		PD26099a2			
CRC0536LMX0B01001TUMD01000	GCN	RealTimePCR		PD26099a2			
CRC0537LMX0A01001TUMD01000	GCN	RealTimePCR		PD25942a2			
CRC0537LMX0A01001TUMD05000	GCN	WES		PD25942a2			
CRC0537LMX0A01001TUMD05000	MUT	WES		PD25942a2			
CRC0537LMX0A02003TUMD05000	GCN	TargetedNGS		PD25942a2			
CRC0537LMX0A02003TUMD05000	MUT	TargetedNGS		PD25942a2			
CRC0538LMX0A01001TUMD01000	GCN	RealTimePCR		PD25940a2			
CRC0538LMX0A02001TUMD05000	GCN	TargetedNGS		PD25940a2			
CRC0538LMX0A02001TUMD05000	MUT	TargetedNGS		PD25940a2			
CRC0539LMH0000000000D02000	MUT	TargetedNGS		PD26092c			
CRC0539LMX0A01001TUMD01000	GCN	RealTimePCR		PD26092d2			
CRC0539LMX0A01001TUMD05000	GCN	WES		PD26092d2			
CRC0539LMX0A01001TUMD05000	MUT	WES		PD26092d2			
CRC0539LMX0A02004TUMD05000	MUT	TargetedNGS		PD26092d2			
CRC0540LMX0A01001TUMD02000	GCN	RealTimePCR		PD26122c2			
CRC0540LMX0A02002TUMD05000	MUT	TargetedNGS		PD26122c2			
CRC0542LMX0B01001TUMD01000	GCN	RealTimePCR		PD26054c2			
CRC0542LMX0B01001TUMD05000	GCN	WES		PD26054c2			
CRC0542LMX0B01001TUMD05000	MUT	WES		PD26054c2			
CRC0542LMX0B02004TUMD05000	MUT	TargetedNGS		PD26054c2			
CRC0544LMX0A01001TUMD01000	GCN	RealTimePCR		PD25945a2			
CRC0544LMX0A01001TUMD01000	MUT	SangerSequencing		PD25945a2			
CRC0544LMX0A02002TUMD05000	GCN	TargetedNGS		PD25945a2			
CRC0544LMX0A02002TUMD05000	MUT	TargetedNGS		PD25945a2			
CRC0547PRX0A01001TUMD05000	GCN	TargetedNGS		PD25943a2			
CRC0547PRX0A01001TUMD05000	MUT	TargetedNGS		PD25943a2			
CRC0549LMX0B01001TUMD02000	GCN	RealTimePCR		PD25941a2			
CRC0549LMX0B02004TUMD05000	GCN	TargetedNGS		PD25941a2			
CRC0549LMX0B02004TUMD05000	MUT	TargetedNGS		PD25941a2			
CRC0549PRX0A02004TUMD05000	GCN	TargetedNGS		PD25941c2			
CRC0549PRX0A02004TUMD05000	MUT	TargetedNGS		PD25941c2			
CRC0551LMX0A01001TUMD02000	GCN	RealTimePCR		PD26102a2			
CRC0551LMX0A02003TUMD05000	MUT	TargetedNGS		PD26102a2			
CRC0551LMX0B01001TUMD01000	MUT	SangerSequencing		PD26102a2			
CRC0552LMX0A01001TUMD01000	GCN	RealTimePCR		PD25834c2			
CRC0552LMX0A01001TUMD02000	MUT	SangerSequencing		PD25834c2			
CRC0552LMX0A02003TUMD05000	GCN	TargetedNGS		PD25834c2			
CRC0552LMX0A02003TUMD05000	MUT	TargetedNGS		PD25834c2			
CRC0553PRX0A02002TUMD05000	GCN	TargetedNGS		PD25949c2			
CRC0553PRX0A02002TUMD05000	MUT	TargetedNGS		PD25949c2			
CRC0554LMX0A02001TUMD05000	GCN	TargetedNGS		PD25772a2			
CRC0554LMX0A02001TUMD05000	MUT	TargetedNGS		PD25772a2			
CRC0554LMX0B01001TUMD01000	GCN	RealTimePCR		PD25772a2			
CRC0554LMX0B01001TUMD01000	MUT	SangerSequencing		PD25772a2			
CRC0555LMX0A02003TUMD05000	GCN	TargetedNGS		PD25774a			
CRC0555LMX0A02003TUMD05000	MUT	TargetedNGS		PD25774a			
CRC0555LMX0B01001TUMD01000	GCN	RealTimePCR		PD25774a			
CRC0555LMX0B01001TUMD01000	MUT	SangerSequencing		PD25774a			
CRC0556LMX0A01001TUMD05000	GCN	WES		PD26128a2			
CRC0556LMX0A01001TUMD05000	MUT	WES		PD26128a2			
CRC0556LMX0A02003TUMD05000	MUT	TargetedNGS		PD26128a2			
CRC0556LMX0B01001TUMD01000	GCN	RealTimePCR		PD26128a2			
CRC0557LMX0A02004TUMD05000	GCN	TargetedNGS		PD25912d2			
CRC0557LMX0A02004TUMD05000	MUT	TargetedNGS		PD25912d2			
CRC0557LMX0B01001TUMD01000	GCN	RealTimePCR		PD25912d2			
CRC0557LMX0B01001TUMD01000	MUT	SangerSequencing		PD25912d2			
CRC0558LMX0A02002TUMD05000	GCN	TargetedNGS		PD25775a2			
CRC0558LMX0A02002TUMD05000	MUT	TargetedNGS		PD25775a2			
CRC0558LMX0B01001TUMD01000	GCN	RealTimePCR		PD25775a2			
CRC0558LMX0B01001TUMD01000	MUT	SangerSequencing		PD25775a2			
CRC0559LMX0A01001TUMD01000	GCN	RealTimePCR		PD25776a2			
CRC0559LMX0A01001TUMD01000	GCN	WES		PD25776a2			
CRC0559LMX0A01001TUMD01000	MUT	WES		PD25776a2			
CRC0559LMX0A01001TUMD02000	GCN	WES		PD25776a2			
CRC0559LMX0A01001TUMD02000	MUT	WES		PD25776a2			
CRC0559LMX0A01001TUMD03000	GCN	WES		PD25776a2			
CRC0559LMX0A01001TUMD03000	MUT	WES		PD25776a2			
CRC0559LMX0A02004TUMD05000	GCN	TargetedNGS		PD25776a2			
CRC0559LMX0A02004TUMD05000	MUT	TargetedNGS		PD25776a2			
CRC0560LMX0A01001TUMD01000	GCN	RealTimePCR		PD25948c2			
CRC0560LMX0A02004TUMD05000	GCN	TargetedNGS		PD25948c2			
CRC0560LMX0A02004TUMD05000	MUT	TargetedNGS		PD25948c2			
CRC0561LMX0A01001TUMD01000	GCN	RealTimePCR		PD25946a2			
CRC0561LMX0A01001TUMD01000	MUT	SangerSequencing		PD25946a2			
CRC0561LMX0A02004TUMD05000	GCN	TargetedNGS		PD25946a2			
CRC0561LMX0A02004TUMD05000	MUT	TargetedNGS		PD25946a2			
CRC0566PRX0B02002TUMD05000	GCN	TargetedNGS		PD25947a2			
CRC0566PRX0B02002TUMD05000	MUT	TargetedNGS		PD25947a2			
CRC0568LMX0A01001TUMD01000	GCN	RealTimePCR		PD25777a2			
CRC0568LMX0A01001TUMD01000	MUT	SangerSequencing		PD25777a2			
CRC0568LMX0A02003TUMD05000	GCN	TargetedNGS		PD25777a2			
CRC0568LMX0A02003TUMD05000	MUT	TargetedNGS		PD25777a2			
CRC0569LMX0A01001TUMD01000	GCN	RealTimePCR		PD25778a2			
CRC0569LMX0A01001TUMD03000	MUT	SangerSequencing		PD25778a2			
CRC0569LMX0A02001TUMD05000	GCN	TargetedNGS		PD25778a2			
CRC0569LMX0A02001TUMD05000	MUT	TargetedNGS		PD25778a2			
CRC0570LMX0A01001TUMD01000	GCN	RealTimePCR		PD26114a2			
CRC0570LMX0A01001TUMD01000	MUT	SangerSequencing		PD26114a2			
CRC0570LMX0A02002TUMD05000	MUT	TargetedNGS		PD26114a2			
CRC0571PRX0A02004TUMD05000	GCN	TargetedNGS		PD25950a2			
CRC0571PRX0A02004TUMD05000	MUT	TargetedNGS		PD25950a2			
CRC0572LMX0B01001TUMD02000	GCN	RealTimePCR		PD25779a2			
CRC0572LMX0B02001TUMD05000	GCN	TargetedNGS		PD25779a2			
CRC0572LMX0B02001TUMD05000	MUT	TargetedNGS		PD25779a2			
CRC0574LMX0A01001TUMD01000	GCN	RealTimePCR		PD25703a2			
CRC0574LMX0A01001TUMD05000	GCN	WES		PD25703a2			
CRC0574LMX0A01001TUMD05000	MUT	WES		PD25703a2			
CRC0574LMX0A02001TUMD05000	GCN	TargetedNGS		PD25703a2			
CRC0574LMX0A02001TUMD05000	MUT	TargetedNGS		PD25703a2			
CRC0576LMX0A01001TUMD05000	GCN	WES		PD26113a2			
CRC0576LMX0A01001TUMD05000	MUT	WES		PD26113a2			
CRC0576LMX0A02002TUMD05000	MUT	TargetedNGS		PD26113a2			
CRC0576LMX0B01001TUMD01000	GCN	RealTimePCR		PD26113a2			
CRC0577PRX0B02001TUMD05000	GCN	TargetedNGS		PD25951a2			
CRC0577PRX0B02001TUMD05000	MUT	TargetedNGS		PD25951a2			
CRC0578LMX0A02001TUMD05000	GCN	TargetedNGS		PD25773a2			
CRC0578LMX0A02001TUMD05000	MUT	TargetedNGS		PD25773a2			
CRC0578LMX0B01001TUMD01000	GCN	RealTimePCR		PD25773a2			
CRC0579LMX0A01001TUMD01000	GCN	RealTimePCR		PD25780a2			
CRC0579LMX0A02003TUMD05000	GCN	TargetedNGS		PD25780a2			
CRC0579LMX0A02003TUMD05000	MUT	TargetedNGS		PD25780a2			
CRC0580LMX0A01001TUMD02000	GCN	RealTimePCR		PD25702a2			
CRC0580LMX0B02002TUMD05000	GCN	TargetedNGS		PD25702a2			
CRC0580LMX0B02002TUMD05000	MUT	TargetedNGS		PD25702a2			
CRC0581LMX0A01001TUMD01000	GCN	RealTimePCR		PD25781a2			
CRC0581LMX0A02003TUMD05000	GCN	TargetedNGS		PD25781a2			
CRC0581LMX0A02003TUMD05000	MUT	TargetedNGS		PD25781a2			
CRC0583PRX0A02004TUMD05000	GCN	TargetedNGS		PD25952a2			
CRC0583PRX0A02004TUMD05000	MUT	TargetedNGS		PD25952a2			
CRC0591LMX0A01001TUMD01000	GCN	RealTimePCR		PD26119a2			
CRC0591LMX0A01001TUMD05000	MUT	TargetedNGS		PD26119a2			
CRC0591LMX0B01001TUMD01000	MUT	SangerSequencing		PD26119a2			
CRC0592PRX0B02004TUMD05000	GCN	TargetedNGS		PD25953a2			
CRC0592PRX0B02004TUMD05000	MUT	TargetedNGS		PD25953a2			
CRC0593LMX0A01001TUMD02000	GCN	RealTimePCR		PD26117a2			
CRC0593LMX0A01001TUMD02000	MUT	SangerSequencing		PD26117a2			
CRC0593LMX0A02004TUMD05000	MUT	TargetedNGS		PD26117a2			
CRC0594LMX0A01001TUMD01000	GCN	RealTimePCR		PD25782a2			
CRC0594LMX0A02002TUMD05000	GCN	TargetedNGS		PD25782a2			
CRC0594LMX0A02002TUMD05000	MUT	TargetedNGS		PD25782a2			
CRC0594LMX0B01001TUMD02000	MUT	SangerSequencing		PD25782a2			
CRC0596PRX0A02003TUMD05000	GCN	TargetedNGS		PD25954a2			
CRC0596PRX0A02003TUMD05000	MUT	TargetedNGS		PD25954a2			
CRC0597LMX0A02003TUMD05000	GCN	TargetedNGS		PD25823a2			
CRC0597LMX0A02003TUMD05000	MUT	TargetedNGS		PD25823a2			
CRC0597LMX0B01001TUMD02000	GCN	RealTimePCR		PD25823a2			
CRC0598LMX0A01001TUMD05000	GCN	WES		PD26035d2			
CRC0598LMX0A01001TUMD05000	MUT	WES		PD26035d2			
CRC0598LMX0A02004TUMD05000	GCN	TargetedNGS		PD26035d2			
CRC0598LMX0A02004TUMD05000	MUT	TargetedNGS		PD26035d2			
CRC0598LMX0B01001TUMD01000	GCN	RealTimePCR		PD26035d2			
CRC0600LMX0B01001TUMD02000	GCN	RealTimePCR		PD25704a2			
CRC0600LMX0B01001TUMD02000	MUT	SangerSequencing		PD25704a2			
CRC0600LMX0B02001TUMD04000	GCN	TargetedNGS		PD25704a2			
CRC0600LMX0B02001TUMD04000	MUT	TargetedNGS		PD25704a2			
CRC0601PRX0A02002TUMD05000	GCN	TargetedNGS		PD25705a2			
CRC0601PRX0A02002TUMD05000	MUT	TargetedNGS		PD25705a2			
CRC0602LMX0A02004TUMD05000	MUT	TargetedNGS		PD26127a2			
CRC0602LMX0B01001TUMD01000	GCN	RealTimePCR		PD26127a2			
CRC0602LMX0B01001TUMD02000	MUT	SangerSequencing		PD26127a2			
CRC0604LMX0A01001TUMD02000	GCN	RealTimePCR		PD26126a2			
CRC0604LMX0A01001TUMD02000	MUT	SangerSequencing		PD26126a2			
